"spreadsheet"
"X","Y","Z","Value"
767.48999,2364.3901,1715.3599,0.32847545
967.48999,2364.3901,1715.3599,0.073552258
1167.49,2364.3901,1715.3599,0.43878534
1367.49,2364.3901,1715.3599,0.14193097
1567.49,2364.3901,1715.3599,0.09967529
1767.49,2364.3901,1715.3599,0.14679962
1967.49,2364.3901,1715.3599,0.42425704
2167.49,2364.3901,1715.3599,0.41096759
2367.49,2364.3901,1715.3599,0.080350392
2567.49,2364.3901,1715.3599,0.2627652
2767.49,2364.3901,1715.3599,0.97800654
2967.49,2364.3901,1715.3599,0.95875418
3167.49,2364.3901,1715.3599,0.61412996
3367.49,2364.3901,1715.3599,0.17792913
3567.49,2364.3901,1715.3599,0.0844694
3767.49,2364.3901,1715.3599,0.95539373
167.48999,2564.3901,1715.3599,0.92960638
367.48999,2564.3901,1715.3599,0.094666161
567.48999,2564.3901,1715.3599,0.42785892
767.48999,2564.3901,1715.3599,0.15712588
967.48999,2564.3901,1715.3599,0.082012035
1167.49,2564.3901,1715.3599,0.31207663
1367.49,2564.3901,1715.3599,0.090960748
1567.49,2564.3901,1715.3599,0.074742235
1767.49,2564.3901,1715.3599,0.16787741
1967.49,2564.3901,1715.3599,0.39207277
2167.49,2564.3901,1715.3599,0.32996857
2367.49,2564.3901,1715.3599,0.25482982
2567.49,2564.3901,1715.3599,0.16677549
2767.49,2564.3901,1715.3599,0.97783494
2967.49,2564.3901,1715.3599,0.96588433
3167.49,2564.3901,1715.3599,0.38178003
3367.49,2564.3901,1715.3599,0.11795292
3567.49,2564.3901,1715.3599,0.08435113
3767.49,2564.3901,1715.3599,0.95264721
167.48999,2764.3901,1715.3599,0.91380572
367.48999,2764.3901,1715.3599,0.080179021
567.48999,2764.3901,1715.3599,0.36951795
767.48999,2764.3901,1715.3599,0.40291312
967.48999,2764.3901,1715.3599,0.3309058
1167.49,2764.3901,1715.3599,0.43309975
1367.49,2764.3901,1715.3599,0.13281436
1567.49,2764.3901,1715.3599,0.1114299
1767.49,2764.3901,1715.3599,0.1571822
1967.49,2764.3901,1715.3599,0.28956273
2167.49,2764.3901,1715.3599,0.39332211
2367.49,2764.3901,1715.3599,0.35919064
2567.49,2764.3901,1715.3599,0.25125587
2767.49,2764.3901,1715.3599,0.97983181
2967.49,2764.3901,1715.3599,0.97596598
3167.49,2764.3901,1715.3599,0.12028304
3367.49,2764.3901,1715.3599,0.21553105
3567.49,2764.3901,1715.3599,0.11016407
3767.49,2764.3901,1715.3599,0.97006303
167.48999,2964.3901,1715.3599,0.95294607
367.48999,2964.3901,1715.3599,0.11119217
567.48999,2964.3901,1715.3599,0.3576934
767.48999,2964.3901,1715.3599,0.32901317
967.48999,2964.3901,1715.3599,0.42291817
1167.49,2964.3901,1715.3599,0.24147858
1367.49,2964.3901,1715.3599,0.10234343
1567.49,2964.3901,1715.3599,0.11164591
1767.49,2964.3901,1715.3599,0.14084655
1967.49,2964.3901,1715.3599,0.12108096
2167.49,2964.3901,1715.3599,0.26383227
2367.49,2964.3901,1715.3599,0.2469577
2567.49,2964.3901,1715.3599,0.1855312
2767.49,2964.3901,1715.3599,0.98024058
2967.49,2964.3901,1715.3599,0.95623684
3167.49,2964.3901,1715.3599,0.88506454
3367.49,2964.3901,1715.3599,0.070085399
3567.49,2964.3901,1715.3599,0.055511501
3767.49,2964.3901,1715.3599,0.97413653
167.48999,3164.3901,1715.3599,0.9563719
367.48999,3164.3901,1715.3599,0.20467155
567.48999,3164.3901,1715.3599,0.36931136
767.48999,3164.3901,1715.3599,0.32020584
967.48999,3164.3901,1715.3599,0.33918819
1167.49,3164.3901,1715.3599,0.094730482
1367.49,3164.3901,1715.3599,0.098325782
1567.49,3164.3901,1715.3599,0.1809379
1767.49,3164.3901,1715.3599,0.049053241
1967.49,3164.3901,1715.3599,0.090552367
2167.49,3164.3901,1715.3599,0.23487219
2367.49,3164.3901,1715.3599,0.32458672
2567.49,3164.3901,1715.3599,0.28445366
2767.49,3164.3901,1715.3599,0.97561193
2967.49,3164.3901,1715.3599,0.94624931
3167.49,3164.3901,1715.3599,0.88058579
3367.49,3164.3901,1715.3599,0.045973603
3567.49,3164.3901,1715.3599,0.12241137
3767.49,3164.3901,1715.3599,0.96318984
167.48999,3364.3901,1715.3599,0.95039219
367.48999,3364.3901,1715.3599,0.095461898
567.48999,3364.3901,1715.3599,0.43160304
767.48999,3364.3901,1715.3599,0.36738873
967.48999,3364.3901,1715.3599,0.386841
1167.49,3364.3901,1715.3599,0.12352768
1367.49,3364.3901,1715.3599,0.14414515
1567.49,3364.3901,1715.3599,0.30531722
1767.49,3364.3901,1715.3599,0.19562994
1967.49,3364.3901,1715.3599,0.093175367
2167.49,3364.3901,1715.3599,0.1720849
2367.49,3364.3901,1715.3599,0.37625411
2567.49,3364.3901,1715.3599,0.31204429
2767.49,3364.3901,1715.3599,0.95822245
2967.49,3364.3901,1715.3599,0.97614706
3167.49,3364.3901,1715.3599,0.41095081
3367.49,3364.3901,1715.3599,0.087840453
3567.49,3364.3901,1715.3599,0.1019716
3767.49,3364.3901,1715.3599,0.9616546
167.48999,3564.3901,1715.3599,0.96418536
367.48999,3564.3901,1715.3599,0.87247288
567.48999,3564.3901,1715.3599,0.68518794
767.48999,3564.3901,1715.3599,0.27658281
967.48999,3564.3901,1715.3599,0.35328153
1167.49,3564.3901,1715.3599,0.17335741
1367.49,3564.3901,1715.3599,0.10335976
1567.49,3564.3901,1715.3599,0.30651659
1767.49,3564.3901,1715.3599,0.16128109
1967.49,3564.3901,1715.3599,0.15350088
2167.49,3564.3901,1715.3599,0.15099294
2367.49,3564.3901,1715.3599,0.15679415
2567.49,3564.3901,1715.3599,0.27409428
2767.49,3564.3901,1715.3599,0.97779119
2967.49,3564.3901,1715.3599,0.95305413
3167.49,3564.3901,1715.3599,0.95827937
3367.49,3564.3901,1715.3599,0.079765856
3567.49,3564.3901,1715.3599,0.073006406
3767.49,3564.3901,1715.3599,0.96438837
167.48999,3764.3901,1715.3599,nan
367.48999,3764.3901,1715.3599,nan
567.48999,3764.3901,1715.3599,0.97932792
767.48999,3764.3901,1715.3599,0.98246002
967.48999,3764.3901,1715.3599,0.98094201
1167.49,3764.3901,1715.3599,0.97665352
1367.49,3764.3901,1715.3599,0.97068548
1567.49,3764.3901,1715.3599,0.95529586
1767.49,3764.3901,1715.3599,0.93225074
1967.49,3764.3901,1715.3599,0.88844854
2167.49,3764.3901,1715.3599,0.9219743
2367.49,3764.3901,1715.3599,0.86062932
2567.49,3764.3901,1715.3599,0.91721058
2767.49,3764.3901,1715.3599,0.97659022
2967.49,3764.3901,1715.3599,0.97684044
3167.49,3764.3901,1715.3599,0.94477582
3367.49,3764.3901,1715.3599,0.90961832
3567.49,3764.3901,1715.3599,0.94487089
3767.49,3764.3901,1715.3599,0.96321309
167.48999,3964.3901,1715.3599,nan
367.48999,3964.3901,1715.3599,nan
567.48999,3964.3901,1715.3599,nan
767.48999,3964.3901,1715.3599,nan
967.48999,3964.3901,1715.3599,nan
1167.49,3964.3901,1715.3599,nan
1367.49,3964.3901,1715.3599,nan
1567.49,3964.3901,1715.3599,nan
1767.49,3964.3901,1715.3599,nan
1967.49,3964.3901,1715.3599,nan
2167.49,3964.3901,1715.3599,nan
2367.49,3964.3901,1715.3599,nan
2567.49,3964.3901,1715.3599,nan
2767.49,3964.3901,1715.3599,nan
2967.49,3964.3901,1715.3599,nan
3167.49,3964.3901,1715.3599,0.91618943
3367.49,3964.3901,1715.3599,nan
3567.49,3964.3901,1715.3599,0.88936234
3767.49,3964.3901,1715.3599,nan
167.48999,4164.3901,1715.3599,nan
367.48999,4164.3901,1715.3599,nan
567.48999,4164.3901,1715.3599,nan
767.48999,4164.3901,1715.3599,nan
967.48999,4164.3901,1715.3599,nan
1167.49,4164.3901,1715.3599,nan
1367.49,4164.3901,1715.3599,nan
1567.49,4164.3901,1715.3599,nan
1767.49,4164.3901,1715.3599,nan
1967.49,4164.3901,1715.3599,nan
2167.49,4164.3901,1715.3599,nan
2367.49,4164.3901,1715.3599,nan
2567.49,4164.3901,1715.3599,nan
2767.49,4164.3901,1715.3599,nan
2967.49,4164.3901,1715.3599,nan
3167.49,4164.3901,1715.3599,nan
3367.49,4164.3901,1715.3599,nan
3567.49,4164.3901,1715.3599,nan
3767.49,4164.3901,1715.3599,nan
167.48999,4364.3901,1715.3599,nan
367.48999,4364.3901,1715.3599,nan
567.48999,4364.3901,1715.3599,nan
767.48999,4364.3901,1715.3599,nan
967.48999,4364.3901,1715.3599,nan
1167.49,4364.3901,1715.3599,nan
1367.49,4364.3901,1715.3599,nan
1567.49,4364.3901,1715.3599,nan
1767.49,4364.3901,1715.3599,nan
1967.49,4364.3901,1715.3599,nan
2167.49,4364.3901,1715.3599,nan
2367.49,4364.3901,1715.3599,nan
2567.49,4364.3901,1715.3599,nan
2767.49,4364.3901,1715.3599,nan
2967.49,4364.3901,1715.3599,nan
3167.49,4364.3901,1715.3599,nan
3367.49,4364.3901,1715.3599,nan
3567.49,4364.3901,1715.3599,nan
3767.49,4364.3901,1715.3599,nan
167.48999,4564.3901,1715.3599,nan
367.48999,4564.3901,1715.3599,nan
567.48999,4564.3901,1715.3599,nan
767.48999,4564.3901,1715.3599,nan
967.48999,4564.3901,1715.3599,nan
1167.49,4564.3901,1715.3599,nan
1367.49,4564.3901,1715.3599,nan
1567.49,4564.3901,1715.3599,nan
1767.49,4564.3901,1715.3599,nan
1967.49,4564.3901,1715.3599,nan
2167.49,4564.3901,1715.3599,nan
2367.49,4564.3901,1715.3599,nan
2567.49,4564.3901,1715.3599,nan
2767.49,4564.3901,1715.3599,nan
2967.49,4564.3901,1715.3599,nan
3167.49,4564.3901,1715.3599,nan
3367.49,4564.3901,1715.3599,nan
3567.49,4564.3901,1715.3599,nan
3767.49,4564.3901,1715.3599,nan
167.48999,164.39014,1915.3599,nan
367.48999,164.39014,1915.3599,nan
567.48999,164.39014,1915.3599,nan
767.48999,164.39014,1915.3599,nan
967.48999,164.39014,1915.3599,nan
1167.49,164.39014,1915.3599,nan
1367.49,164.39014,1915.3599,nan
1567.49,164.39014,1915.3599,nan
1767.49,164.39014,1915.3599,nan
1967.49,164.39014,1915.3599,nan
2167.49,164.39014,1915.3599,nan
2367.49,164.39014,1915.3599,nan
2567.49,164.39014,1915.3599,nan
2767.49,164.39014,1915.3599,nan
2967.49,164.39014,1915.3599,nan
3167.49,164.39014,1915.3599,nan
3367.49,164.39014,1915.3599,nan
3567.49,164.39014,1915.3599,nan
3767.49,164.39014,1915.3599,nan
167.48999,364.39014,1915.3599,nan
367.48999,364.39014,1915.3599,nan
567.48999,364.39014,1915.3599,nan
767.48999,364.39014,1915.3599,nan
967.48999,364.39014,1915.3599,nan
1167.49,364.39014,1915.3599,nan
1367.49,364.39014,1915.3599,nan
1567.49,364.39014,1915.3599,nan
1767.49,364.39014,1915.3599,nan
1967.49,364.39014,1915.3599,nan
2167.49,364.39014,1915.3599,nan
2367.49,364.39014,1915.3599,nan
2567.49,364.39014,1915.3599,nan
2767.49,364.39014,1915.3599,nan
2967.49,364.39014,1915.3599,nan
3167.49,364.39014,1915.3599,nan
3367.49,364.39014,1915.3599,nan
3567.49,364.39014,1915.3599,nan
3767.49,364.39014,1915.3599,nan
167.48999,564.39014,1915.3599,nan
367.48999,564.39014,1915.3599,nan
567.48999,564.39014,1915.3599,nan
767.48999,564.39014,1915.3599,nan
967.48999,564.39014,1915.3599,nan
1167.49,564.39014,1915.3599,nan
1367.49,564.39014,1915.3599,nan
1567.49,564.39014,1915.3599,nan
1767.49,564.39014,1915.3599,nan
1967.49,564.39014,1915.3599,nan
2167.49,564.39014,1915.3599,nan
2367.49,564.39014,1915.3599,nan
2567.49,564.39014,1915.3599,nan
2767.49,564.39014,1915.3599,nan
2967.49,564.39014,1915.3599,nan
3167.49,564.39014,1915.3599,nan
3367.49,564.39014,1915.3599,nan
3567.49,564.39014,1915.3599,nan
3767.49,564.39014,1915.3599,nan
167.48999,764.39014,1915.3599,nan
367.48999,764.39014,1915.3599,nan
567.48999,764.39014,1915.3599,nan
767.48999,764.39014,1915.3599,nan
967.48999,764.39014,1915.3599,nan
1167.49,764.39014,1915.3599,nan
1367.49,764.39014,1915.3599,nan
1567.49,764.39014,1915.3599,nan
1767.49,764.39014,1915.3599,nan
1967.49,764.39014,1915.3599,nan
2167.49,764.39014,1915.3599,nan
2367.49,764.39014,1915.3599,nan
2567.49,764.39014,1915.3599,0.97561395
2767.49,764.39014,1915.3599,0.97683012
2967.49,764.39014,1915.3599,0.99037921
3167.49,764.39014,1915.3599,0.9860425
3367.49,764.39014,1915.3599,nan
3567.49,764.39014,1915.3599,nan
3767.49,764.39014,1915.3599,nan
167.48999,964.39014,1915.3599,nan
367.48999,964.39014,1915.3599,nan
567.48999,964.39014,1915.3599,nan
767.48999,964.39014,1915.3599,0.96875286
967.48999,964.39014,1915.3599,0.97240186
1167.49,964.39014,1915.3599,0.98470122
1367.49,964.39014,1915.3599,0.98219478
1567.49,964.39014,1915.3599,0.97671443
1767.49,964.39014,1915.3599,0.96544594
1967.49,964.39014,1915.3599,0.9608171
2167.49,964.39014,1915.3599,0.93807644
2367.49,964.39014,1915.3599,0.9109298
2567.49,964.39014,1915.3599,0.77183926
2767.49,964.39014,1915.3599,0.60255402
2967.49,964.39014,1915.3599,0.96901745
3167.49,964.39014,1915.3599,0.98022753
3367.49,964.39014,1915.3599,0.4196128
3567.49,964.39014,1915.3599,0.89316487
3767.49,964.39014,1915.3599,0.96074957
167.48999,1164.3901,1915.3599,0.96728981
367.48999,1164.3901,1915.3599,0.9817217
567.48999,1164.3901,1915.3599,0.94268852
767.48999,1164.3901,1915.3599,0.65898466
967.48999,1164.3901,1915.3599,0.1487965
1167.49,1164.3901,1915.3599,0.42693305
1367.49,1164.3901,1915.3599,0.35956925
1567.49,1164.3901,1915.3599,0.36746734
1767.49,1164.3901,1915.3599,0.19327272
1967.49,1164.3901,1915.3599,0.15678968
2167.49,1164.3901,1915.3599,0.13061424
2367.49,1164.3901,1915.3599,0.065317437
2567.49,1164.3901,1915.3599,0.44181648
2767.49,1164.3901,1915.3599,0.9379887
2967.49,1164.3901,1915.3599,0.96011895
3167.49,1164.3901,1915.3599,0.97959024
3367.49,1164.3901,1915.3599,0.26240957
3567.49,1164.3901,1915.3599,0.065407671
3767.49,1164.3901,1915.3599,0.97142386
167.48999,1364.3901,1915.3599,0.93985599
367.48999,1364.3901,1915.3599,0.08415018
567.48999,1364.3901,1915.3599,0.24836488
767.48999,1364.3901,1915.3599,0.48587322
967.48999,1364.3901,1915.3599,0.13669553
1167.49,1364.3901,1915.3599,0.43022156
1367.49,1364.3901,1915.3599,0.26008672
1567.49,1364.3901,1915.3599,0.40905422
1767.49,1364.3901,1915.3599,0.087460116
1967.49,1364.3901,1915.3599,0.2587606
2167.49,1364.3901,1915.3599,0.21703915
2367.49,1364.3901,1915.3599,0.1072933
2567.49,1364.3901,1915.3599,0.34417236
2767.49,1364.3901,1915.3599,0.98057681
2967.49,1364.3901,1915.3599,0.97668076
3167.49,1364.3901,1915.3599,0.93654245
3367.49,1364.3901,1915.3599,0.15922087
3567.49,1364.3901,1915.3599,0.057100043
3767.49,1364.3901,1915.3599,0.9729352
167.48999,1564.3901,1915.3599,0.877662
367.48999,1564.3901,1915.3599,0.19021468
567.48999,1564.3901,1915.3599,0.14958587
767.48999,1564.3901,1915.3599,0.45349365
967.48999,1564.3901,1915.3599,0.14487621
1167.49,1564.3901,1915.3599,0.28864163
1367.49,1564.3901,1915.3599,0.091511562
1567.49,1564.3901,1915.3599,0.37308267
1767.49,1564.3901,1915.3599,0.081400238
1967.49,1564.3901,1915.3599,0.34733775
2167.49,1564.3901,1915.3599,0.20867226
2367.49,1564.3901,1915.3599,0.27241933
2567.49,1564.3901,1915.3599,0.30220518
2767.49,1564.3901,1915.3599,0.98276353
2967.49,1564.3901,1915.3599,0.98178256
3167.49,1564.3901,1915.3599,0.93434125
3367.49,1564.3901,1915.3599,0.17586936
3567.49,1564.3901,1915.3599,0.062298939
3767.49,1564.3901,1915.3599,0.97068352
167.48999,1764.3901,1915.3599,0.91313636
367.48999,1764.3901,1915.3599,0.28613976
567.48999,1764.3901,1915.3599,0.24358772
767.48999,1764.3901,1915.3599,0.4657172
967.48999,1764.3901,1915.3599,0.074764721
1167.49,1764.3901,1915.3599,0.11926262
1367.49,1764.3901,1915.3599,0.10614491
1567.49,1764.3901,1915.3599,0.33356571
1767.49,1764.3901,1915.3599,0.1024545
1967.49,1764.3901,1915.3599,0.2592614
2167.49,1764.3901,1915.3599,0.18571529
2367.49,1764.3901,1915.3599,0.24615155
2567.49,1764.3901,1915.3599,0.18506627
2767.49,1764.3901,1915.3599,0.97979176
2967.49,1764.3901,1915.3599,0.9665103
3167.49,1764.3901,1915.3599,0.94253135
3367.49,1764.3901,1915.3599,0.12221792
3567.49,1764.3901,1915.3599,0.085680112
3767.49,1764.3901,1915.3599,0.95940292
167.48999,1964.3901,1915.3599,0.91653103
367.48999,1964.3901,1915.3599,0.29871926
567.48999,1964.3901,1915.3599,0.26892146
767.48999,1964.3901,1915.3599,0.37361446
967.48999,1964.3901,1915.3599,0.053064872
1167.49,1964.3901,1915.3599,0.10165107
1367.49,1964.3901,1915.3599,0.14491902
1567.49,1964.3901,1915.3599,0.24350937
1767.49,1964.3901,1915.3599,0.031068634
1967.49,1964.3901,1915.3599,0.19891579
2167.49,1964.3901,1915.3599,0.20010297
2367.49,1964.3901,1915.3599,0.22151665
2567.49,1964.3901,1915.3599,0.11978792
2767.49,1964.3901,1915.3599,0.9054684
2967.49,1964.3901,1915.3599,0.97633392
3167.49,1964.3901,1915.3599,0.25869292
3367.49,1964.3901,1915.3599,0.059115663
3567.49,1964.3901,1915.3599,0.055054877
3767.49,1964.3901,1915.3599,0.97692961
167.48999,2164.3901,1915.3599,0.92898703
367.48999,2164.3901,1915.3599,0.22089389
567.48999,2164.3901,1915.3599,0.13209485
767.48999,2164.3901,1915.3599,0.3933033
967.48999,2164.3901,1915.3599,0.28962666
1167.49,2164.3901,1915.3599,0.063418001
1367.49,2164.3901,1915.3599,0.091255017
1567.49,2164.3901,1915.3599,0.11555319
1767.49,2164.3901,1915.3599,0.16187388
1967.49,2164.3901,1915.3599,0.22963646
2167.49,2164.3901,1915.3599,0.21648917
2367.49,2164.3901,1915.3599,0.2300296
2567.49,2164.3901,1915.3599,0.14635119
2767.49,2164.3901,1915.3599,0.90899229
2967.49,2164.3901,1915.3599,0.95764387
3167.49,2164.3901,1915.3599,0.96959436
3367.49,2164.3901,1915.3599,0.2028152
3567.49,2164.3901,1915.3599,0.24122739
3767.49,2164.3901,1915.3599,0.96158266
167.48999,2364.3901,1915.3599,0.95559758
367.48999,2364.3901,1915.3599,0.046088435
567.48999,2364.3901,1915.3599,0.4530676
767.48999,2364.3901,1915.3599,0.32644704
967.48999,2364.3901,1915.3599,0.41327316
1167.49,2364.3901,1915.3599,0.20357084
1367.49,2364.3901,1915.3599,0.072775476
1567.49,2364.3901,1915.3599,0.10454085
1767.49,2364.3901,1915.3599,0.12151758
1967.49,2364.3901,1915.3599,0.23154941
2167.49,2364.3901,1915.3599,0.14083727
2367.49,2364.3901,1915.3599,0.11609824
2567.49,2364.3901,1915.3599,0.25714555
2767.49,2364.3901,1915.3599,0.97737801
2967.49,2364.3901,1915.3599,0.95338875
3167.49,2364.3901,1915.3599,0.9287141
3367.49,2364.3901,1915.3599,0.2358411
3567.49,2364.3901,1915.3599,0.21234564
3767.49,2364.3901,1915.3599,0.95399374
167.48999,2564.3901,1915.3599,0.94820893
367.48999,2564.3901,1915.3599,0.0251316
567.48999,2564.3901,1915.3599,0.44527048
767.48999,2564.3901,1915.3599,0.11755326
967.48999,2564.3901,1915.3599,0.40204966
1167.49,2564.3901,1915.3599,0.41159105
1367.49,2564.3901,1915.3599,0.055933706
1567.49,2564.3901,1915.3599,0.063671753
1767.49,2564.3901,1915.3599,0.12376356
1967.49,2564.3901,1915.3599,0.21947111
2167.49,2564.3901,1915.3599,0.22164999
2367.49,2564.3901,1915.3599,0.26327038
2567.49,2564.3901,1915.3599,0.21117768
2767.49,2564.3901,1915.3599,0.98323077
2967.49,2564.3901,1915.3599,0.97707468
3167.49,2564.3901,1915.3599,0.3603155
3367.49,2564.3901,1915.3599,0.16717882
3567.49,2564.3901,1915.3599,0.065387815
3767.49,2564.3901,1915.3599,0.97436893
167.48999,2764.3901,1915.3599,0.92760736
367.48999,2764.3901,1915.3599,0.037684526
567.48999,2764.3901,1915.3599,0.35343334
767.48999,2764.3901,1915.3599,0.3042838
967.48999,2764.3901,1915.3599,0.1850995
1167.49,2764.3901,1915.3599,0.41513291
1367.49,2764.3901,1915.3599,0.10827366
1567.49,2764.3901,1915.3599,0.064094871
1767.49,2764.3901,1915.3599,0.13988008
1967.49,2764.3901,1915.3599,0.30556864
2167.49,2764.3901,1915.3599,0.38744864
2367.49,2764.3901,1915.3599,0.30197409
2567.49,2764.3901,1915.3599,0.26679453
2767.49,2764.3901,1915.3599,0.9844625
2967.49,2764.3901,1915.3599,0.98463947
3167.49,2764.3901,1915.3599,0.14790039
3367.49,2764.3901,1915.3599,0.11787426
3567.49,2764.3901,1915.3599,0.11291122
3767.49,2764.3901,1915.3599,0.96254373
167.48999,2964.3901,1915.3599,0.94700271
367.48999,2964.3901,1915.3599,0.056644745
567.48999,2964.3901,1915.3599,0.4604893
767.48999,2964.3901,1915.3599,0.24046022
967.48999,2964.3901,1915.3599,0.14143136
1167.49,2964.3901,1915.3599,0.36047074
1367.49,2964.3901,1915.3599,0.113561
1567.49,2964.3901,1915.3599,0.20865595
1767.49,2964.3901,1915.3599,0.14266653
1967.49,2964.3901,1915.3599,0.27947679
2167.49,2964.3901,1915.3599,0.41469219
2367.49,2964.3901,1915.3599,0.25608805
2567.49,2964.3901,1915.3599,0.19449288
2767.49,2964.3901,1915.3599,0.97478378
2967.49,2964.3901,1915.3599,0.97628438
3167.49,2964.3901,1915.3599,0.94969678
3367.49,2964.3901,1915.3599,0.22806299
3567.49,2964.3901,1915.3599,0.082660191
3767.49,2964.3901,1915.3599,0.96963203
167.48999,3164.3901,1915.3599,0.95295197
367.48999,3164.3901,1915.3599,0.17804849
567.48999,3164.3901,1915.3599,0.39242089
767.48999,3164.3901,1915.3599,0.21895868
967.48999,3164.3901,1915.3599,0.40416738
1167.49,3164.3901,1915.3599,0.46017718
1367.49,3164.3901,1915.3599,0.10745885
1567.49,3164.3901,1915.3599,0.28755587
1767.49,3164.3901,1915.3599,0.1717252
1967.49,3164.3901,1915.3599,0.14748111
2167.49,3164.3901,1915.3599,0.3777326
2367.49,3164.3901,1915.3599,0.3286899
2567.49,3164.3901,1915.3599,0.21157138
2767.49,3164.3901,1915.3599,0.82145232
2967.49,3164.3901,1915.3599,0.95322365
3167.49,3164.3901,1915.3599,0.97755665
3367.49,3164.3901,1915.3599,0.16029313
3567.49,3164.3901,1915.3599,0.1064082
3767.49,3164.3901,1915.3599,0.96143919
167.48999,3364.3901,1915.3599,0.95836115
367.48999,3364.3901,1915.3599,0.087487943
567.48999,3364.3901,1915.3599,0.38149524
767.48999,3364.3901,1915.3599,0.23509467
967.48999,3364.3901,1915.3599,0.4310903
1167.49,3364.3901,1915.3599,0.20888925
1367.49,3364.3901,1915.3599,0.14733271
1567.49,3364.3901,1915.3599,0.16235831
1767.49,3364.3901,1915.3599,0.15034029
1967.49,3364.3901,1915.3599,0.087820485
2167.49,3364.3901,1915.3599,0.26559767
2367.49,3364.3901,1915.3599,0.3354297
2567.49,3364.3901,1915.3599,0.25640717
2767.49,3364.3901,1915.3599,0.9464708
2967.49,3364.3901,1915.3599,0.96146369
3167.49,3364.3901,1915.3599,0.9534325
3367.49,3364.3901,1915.3599,0.19042344
3567.49,3364.3901,1915.3599,0.051694006
3767.49,3364.3901,1915.3599,0.9676885
167.48999,3564.3901,1915.3599,0.9618572
367.48999,3564.3901,1915.3599,0.96434444
567.48999,3564.3901,1915.3599,0.92940909
767.48999,3564.3901,1915.3599,0.60199308
967.48999,3564.3901,1915.3599,0.36002189
1167.49,3564.3901,1915.3599,0.17906244
1367.49,3564.3901,1915.3599,0.17505497
1567.49,3564.3901,1915.3599,0.14462213
1767.49,3564.3901,1915.3599,0.14025724
1967.49,3564.3901,1915.3599,0.10442527
2167.49,3564.3901,1915.3599,0.21352084
2367.49,3564.3901,1915.3599,0.23163757
2567.49,3564.3901,1915.3599,0.24028322
2767.49,3564.3901,1915.3599,0.96291184
2967.49,3564.3901,1915.3599,0.9694922
3167.49,3564.3901,1915.3599,0.60463548
3367.49,3564.3901,1915.3599,0.20940949
3567.49,3564.3901,1915.3599,0.077749491
3767.49,3564.3901,1915.3599,0.96421409
167.48999,3764.3901,1915.3599,nan
367.48999,3764.3901,1915.3599,nan
567.48999,3764.3901,1915.3599,nan
767.48999,3764.3901,1915.3599,0.98095673
967.48999,3764.3901,1915.3599,0.98175377
1167.49,3764.3901,1915.3599,0.98461378
1367.49,3764.3901,1915.3599,0.98240143
1567.49,3764.3901,1915.3599,0.98388541
1767.49,3764.3901,1915.3599,0.97639698
1967.49,3764.3901,1915.3599,0.97352338
2167.49,3764.3901,1915.3599,0.97495687
2367.49,3764.3901,1915.3599,0.97057641
2567.49,3764.3901,1915.3599,0.97675467
2767.49,3764.3901,1915.3599,0.98596257
2967.49,3764.3901,1915.3599,0.99098533
3167.49,3764.3901,1915.3599,0.96794552
3367.49,3764.3901,1915.3599,0.96723759
3567.49,3764.3901,1915.3599,0.9738698
3767.49,3764.3901,1915.3599,0.96151555
167.48999,3964.3901,1915.3599,nan
367.48999,3964.3901,1915.3599,nan
567.48999,3964.3901,1915.3599,nan
767.48999,3964.3901,1915.3599,nan
967.48999,3964.3901,1915.3599,nan
1167.49,3964.3901,1915.3599,nan
1367.49,3964.3901,1915.3599,nan
1567.49,3964.3901,1915.3599,nan
1767.49,3964.3901,1915.3599,nan
1967.49,3964.3901,1915.3599,nan
2167.49,3964.3901,1915.3599,nan
2367.49,3964.3901,1915.3599,nan
2567.49,3964.3901,1915.3599,nan
2767.49,3964.3901,1915.3599,nan
2967.49,3964.3901,1915.3599,nan
3167.49,3964.3901,1915.3599,nan
3367.49,3964.3901,1915.3599,nan
3567.49,3964.3901,1915.3599,nan
3767.49,3964.3901,1915.3599,nan
167.48999,4164.3901,1915.3599,nan
367.48999,4164.3901,1915.3599,nan
567.48999,4164.3901,1915.3599,nan
767.48999,4164.3901,1915.3599,nan
967.48999,4164.3901,1915.3599,nan
1167.49,4164.3901,1915.3599,nan
1367.49,4164.3901,1915.3599,nan
1567.49,4164.3901,1915.3599,nan
1767.49,4164.3901,1915.3599,nan
1967.49,4164.3901,1915.3599,nan
2167.49,4164.3901,1915.3599,nan
2367.49,4164.3901,1915.3599,nan
2567.49,4164.3901,1915.3599,nan
2767.49,4164.3901,1915.3599,nan
2967.49,4164.3901,1915.3599,nan
3167.49,4164.3901,1915.3599,nan
3367.49,4164.3901,1915.3599,nan
3567.49,4164.3901,1915.3599,nan
3767.49,4164.3901,1915.3599,nan
167.48999,4364.3901,1915.3599,nan
367.48999,4364.3901,1915.3599,nan
567.48999,4364.3901,1915.3599,nan
767.48999,4364.3901,1915.3599,nan
967.48999,4364.3901,1915.3599,nan
1167.49,4364.3901,1915.3599,nan
1367.49,4364.3901,1915.3599,nan
1567.49,4364.3901,1915.3599,nan
1767.49,4364.3901,1915.3599,nan
1967.49,4364.3901,1915.3599,nan
2167.49,4364.3901,1915.3599,nan
2367.49,4364.3901,1915.3599,nan
2567.49,4364.3901,1915.3599,nan
2767.49,4364.3901,1915.3599,nan
2967.49,4364.3901,1915.3599,nan
